x,y
6.5830721,0.006120956
27.74294671,0.007612757
50.31347962,0.009376346
68.18181818,0.010732839
86.05015674,0.01236144
109.0909091,0.014397032
127.4294671,0.016297635
147.6489028,0.018469921
169.7492163,0.020913889
187.6175549,0.022814599
204.5454545,0.024715523
224.2946708,0.027023969
241.69279,0.029196895
254.8589342,0.030690508
