x,y
100.0535906,0.004054742
150.2143623,0.005203117
170.3644159,0.005645529
200.375134,0.007627312
230.3858521,0.009353931
260.3965702,0.010910441
300.0535906,0.013750975
340.3536977,0.014210526
400.375134,0.017068381
